internal_txn_id,settlement_line_ids,discrepancy_type,expected_cardinality
TXN-F6ED541A6C,SETL-7EFA9886EA|SETL-D776A13329,split_settlement,one_to_many
TXN-09E391F196,SETL-B1379A0BDC|SETL-EB50AF84FD,split_settlement,one_to_many
TXN-650F477E92,SETL-F0934BBA3B,clean_match,one_to_one
TXN-917401BC07,SETL-2F44BBEE24,clean_match,one_to_one
TXN-2560BC76BC,SETL-9978C5A311,fee_variance,one_to_one
TXN-9E5A6AF18F,SETL-199406EB7A,clean_match,one_to_one
TXN-2063BEA51A,SETL-F464A574A4,clean_match,one_to_one
TXN-71848D7F00,SETL-85A8A1C20E|SETL-872CA1D5AD,split_settlement,one_to_many
TXN-AF500168A5,SETL-31344C7AE3,batched_settlement,many_to_one
TXN-B47EAE46EC,SETL-31344C7AE3,batched_settlement,many_to_one
TXN-FD8B31B70E,SETL-31344C7AE3,batched_settlement,many_to_one
TXN-204C729D17,SETL-3622A58796,fee_variance,one_to_one
TXN-26B87E01D9,SETL-34ED54BD54,clean_match,one_to_one
TXN-9B91D4683F,SETL-C0F06A274D,clean_match,one_to_one
TXN-CA43CAF72A,SETL-3B455C5833,hard_return,one_to_one_reversed
TXN-49E7108208,SETL-D1357B7F0A,clean_match,one_to_one
TXN-6BE313363E,SETL-3F90058747,clean_match,one_to_one
TXN-3925735450,SETL-5C62243139,clean_match,one_to_one
TXN-6C342CFE98,SETL-8DB2CDBBF5,clean_match,one_to_one
TXN-9D4BB359E9,SETL-B35353F49E,clean_match,one_to_one
TXN-07C087CD73,SETL-166708E806,clean_match,one_to_one
TXN-24A174BDB0,SETL-FD58451118,clean_match,one_to_one
TXN-C57AD1E506,SETL-8CD1E9FCC6,clean_match,one_to_one
TXN-95E8E50670,SETL-7EF25297CB,clean_match,one_to_one
TXN-258ABCDBCC,SETL-E6496052D9,clean_match,one_to_one
TXN-0578D78DE7,SETL-8A3DEEB932,clean_match,one_to_one
TXN-E71E4F14B7,SETL-209DC8F553,clean_match,one_to_one
TXN-6AE76B030C,SETL-3464E352E7|SETL-D67BB67636,duplicate_line,one_to_many
TXN-AC7A8879E4,SETL-12EB1C179B,timing_outlier,one_to_one
TXN-5DB61A85F3,SETL-53FC54170C,batched_settlement,many_to_one
TXN-0EB94BC722,SETL-53FC54170C,batched_settlement,many_to_one
TXN-24F92822BE,SETL-53FC54170C,batched_settlement,many_to_one
TXN-CFE2F88A4E,SETL-F1541FA3BA,clean_match,one_to_one
TXN-9E7BBE2846,SETL-E0FBE0D208,hard_return,one_to_one_reversed
TXN-938CC31DAF,SETL-BC0CDA5622,timing_outlier,one_to_one
TXN-52D5545FD1,SETL-BC2E1274AE,hard_return,one_to_one_reversed
TXN-4CF6E29137,SETL-45C5E0DE06|SETL-9820E1F17F,split_settlement,one_to_many
TXN-16E68BC226,SETL-D829A47E2A|SETL-59B7BD332F,duplicate_line,one_to_many
TXN-7B3C24AA1A,SETL-ABB4934B4B,clean_match,one_to_one
TXN-14F1B99DA7,SETL-A89EC26A9E,clean_match,one_to_one
TXN-D205E2246E,SETL-0E603220C2|SETL-5975AD9739,split_settlement,one_to_many
TXN-C21C8DDA4A,SETL-14CE5E4C78,clean_match,one_to_one
TXN-08575E1233,SETL-AA5815AF23|SETL-7184D46F1D,split_settlement,one_to_many
TXN-6E1205B27F,,orphan_internal,unmatched_internal
TXN-B12BB43F6C,SETL-6FF3D30B59,clean_match,one_to_one
TXN-30A97E0401,SETL-98088BF22A,clean_match,one_to_one
TXN-A02B495DC9,SETL-DC2F9D4FF4,clean_match,one_to_one
TXN-8BF2C0BEED,SETL-E72F0484E9,clean_match,one_to_one
TXN-256331F112,SETL-062DCCF3CA,clean_match,one_to_one
TXN-2F717A1269,SETL-9353F26B9A,clean_match,one_to_one
TXN-533D6367CC,SETL-7AC0141A7A,clean_match,one_to_one
TXN-79674C147A,SETL-892ECBEF0D,fee_variance,one_to_one
TXN-AF6A2911CC,SETL-179EBCC31F,clean_match,one_to_one
TXN-9753BAF27F,SETL-995DADF6AD,batched_settlement,many_to_one
TXN-51494F784D,SETL-995DADF6AD,batched_settlement,many_to_one
TXN-88C80CFE17,SETL-995DADF6AD,batched_settlement,many_to_one
TXN-8D4B72B71A,SETL-DBEA5A450B,timing_outlier,one_to_one
TXN-820496AC40,SETL-79A1CB8D68,fee_variance,one_to_one
TXN-CA66F60334,SETL-1DA11F39B9,fee_variance,one_to_one
TXN-5057D9E4B9,SETL-B0A77D06CB,clean_match,one_to_one
TXN-C1A58C5956,SETL-A090F1ECBD,descriptor_mangled,one_to_one
TXN-40F63B1D15,SETL-D5F3707F4C,clean_match,one_to_one
TXN-51D84A5648,SETL-8DABCC2715,clean_match,one_to_one
TXN-93FB7E89C6,SETL-4E169AC3D7,fee_variance,one_to_one
TXN-73BCD6DEAD,SETL-CECF519EB8,clean_match,one_to_one
TXN-6133D786A0,SETL-6B319E64B8,clean_match,one_to_one
TXN-A0BC0E541F,SETL-26DBEC9F53,clean_match,one_to_one
TXN-FB21BE8DFE,,orphan_internal,unmatched_internal
TXN-C5DBCBE313,SETL-32F03B3E7C,clean_match,one_to_one
TXN-75F56AFEE5,SETL-0309D6896D,clean_match,one_to_one
TXN-DAFBC384F5,SETL-9AEFBBFC45|SETL-EE55F2DF38,split_settlement,one_to_many
TXN-6E6F41D33E,SETL-1EFB81D35B,timing_outlier,one_to_one
TXN-41C7BE56E1,,orphan_internal,unmatched_internal
TXN-9DB700AAC2,SETL-790976F288,clean_match,one_to_one
TXN-13BCA296F7,SETL-E7B15F44E0,clean_match,one_to_one
TXN-C362EFE3FE,SETL-96C26A4B43|SETL-C86CF9DF0C,duplicate_line,one_to_many
TXN-3B266415F1,SETL-11623FCFD0,fee_variance,one_to_one
TXN-1B3DC472D9,SETL-EB516BAC67|SETL-D242641435,split_settlement,one_to_many
TXN-2C0F3739A1,SETL-5C809F052F,descriptor_mangled,one_to_one
TXN-BBB41053EF,SETL-060E9DF392,clean_match,one_to_one
TXN-86FA2E0227,SETL-F1A2527DC8,hard_return,one_to_one_reversed
TXN-2102DDBE4E,SETL-008FFC4452,clean_match,one_to_one
TXN-62B7F8EA73,SETL-79FEFE8671,fee_variance,one_to_one
TXN-B6FE05B77D,SETL-553D365EEC,clean_match,one_to_one
TXN-2284E99F89,SETL-EBD18A5898|SETL-683573F661,duplicate_line,one_to_many
TXN-E0AA69FD21,SETL-75767C4A0D,clean_match,one_to_one
TXN-5097FFEC2D,SETL-F49E8AB804,timing_outlier,one_to_one
TXN-4CBEE95153,SETL-58DA68D8A0,clean_match,one_to_one
TXN-1652A18FAA,SETL-1FEB133A0E,clean_match,one_to_one
TXN-46E722ED84,SETL-3BE03DDFFD|SETL-5D023AE69D,split_settlement,one_to_many
TXN-867BD59C0B,SETL-3EB4B664ED,clean_match,one_to_one
TXN-1E497A94FD,SETL-40B0C2B112,clean_match,one_to_one
TXN-D180127BDF,SETL-182BFBB44D,clean_match,one_to_one
TXN-C123DB3072,SETL-1DEF872F71,fee_variance,one_to_one
TXN-1C261EB770,SETL-061B165B7C,clean_match,one_to_one
TXN-00ABFDB984,SETL-CB002D427E,clean_match,one_to_one
TXN-B8651E677F,SETL-624123A7D1,clean_match,one_to_one
TXN-B7789AEDB7,SETL-942851180B,clean_match,one_to_one
TXN-CCD94BA239,SETL-B50EA00069|SETL-DC080D796A,duplicate_line,one_to_many
TXN-38F54A2D8C,SETL-7BA95F7E28,clean_match,one_to_one
TXN-7FCCC8EDD9,SETL-34BF642B64,clean_match,one_to_one
TXN-FCFC9D1882,SETL-7B836D5F66,clean_match,one_to_one
TXN-BC7D25D13F,SETL-76556B3333,clean_match,one_to_one
TXN-F8AF7CB815,SETL-E8C6A321A4,clean_match,one_to_one
TXN-CAAE0ABA84,SETL-03826827B6,clean_match,one_to_one
TXN-E048EB738C,SETL-4B926C367D,clean_match,one_to_one
TXN-E186BE8838,SETL-79C8A0110E,fee_variance,one_to_one
TXN-0C93CBF105,SETL-51E5BF4195,clean_match,one_to_one
TXN-4B7FCF9EA8,SETL-B418E26892,fee_variance,one_to_one
TXN-B8359D51BD,SETL-4D31FE10E7,fee_variance,one_to_one
TXN-31A68CD9AF,SETL-20BDE92EFF,clean_match,one_to_one
TXN-22B2BD137B,SETL-9EFE12462F|SETL-CAF5BF19C0,split_settlement,one_to_many
TXN-19025F47C2,SETL-F548FE052A,hard_return,one_to_one_reversed
TXN-3D715D699E,SETL-F54FAA50DE,fee_variance,one_to_one
TXN-89143C6036,SETL-094376B465,batched_settlement,many_to_one
TXN-424B6A3C8C,SETL-094376B465,batched_settlement,many_to_one
TXN-C8777D5CA6,SETL-094376B465,batched_settlement,many_to_one
TXN-BADB9CB818,SETL-65FB874EE1,clean_match,one_to_one
TXN-C80A8F43DD,SETL-DE02C32193,clean_match,one_to_one
TXN-60D066D541,SETL-00CD92AD7D,fee_variance,one_to_one
TXN-C2FA0F2B41,SETL-902EE2B16A,clean_match,one_to_one
TXN-039388F458,SETL-015873F924,clean_match,one_to_one
TXN-4FA38C461A,SETL-781F4E931C,clean_match,one_to_one
TXN-86E707D4F0,SETL-25F2A99846,clean_match,one_to_one
,SETL-8AF4C115B9,orphan_settlement,unmatched_settlement
,SETL-FA5CEB9F9B,orphan_settlement,unmatched_settlement
,SETL-7C5F390577,orphan_settlement,unmatched_settlement
,SETL-D72B6FDC6D,orphan_settlement,unmatched_settlement
,SETL-CA29216250,orphan_settlement,unmatched_settlement
,SETL-37B6F2F0F1,orphan_settlement,unmatched_settlement
,SETL-28737FA549,orphan_settlement,unmatched_settlement
,SETL-55B297053F,orphan_settlement,unmatched_settlement
,SETL-C895325AF3,orphan_settlement,unmatched_settlement
,SETL-9E5E62587E,orphan_settlement,unmatched_settlement
,SETL-CC42D03A5D,orphan_settlement,unmatched_settlement
,SETL-75E3C3E940,orphan_settlement,unmatched_settlement
,SETL-36BD4340A6,orphan_settlement,unmatched_settlement
,SETL-A89C144B72,orphan_settlement,unmatched_settlement
,SETL-0572D60652,orphan_settlement,unmatched_settlement
,SETL-5C08BB7E21,orphan_settlement,unmatched_settlement
,SETL-CF56C788A6,orphan_settlement,unmatched_settlement
,SETL-71E43A80D3,orphan_settlement,unmatched_settlement
,SETL-F256A6840B,orphan_settlement,unmatched_settlement
,SETL-9390B95E23,orphan_settlement,unmatched_settlement
